year,country,term,concerned-group,human-rights-theme,annotaion type
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Cooperation & consultation with civil society', '2030 Agenda & other voluntary commitments']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', ' Right to development']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Cooperation with international organizations', 'Budget & resources (for human rights implementation)']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', ' Scope of international obligations']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Children', 'Indigenous peoples', 'Migrants', 'Educational staff & students', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Right to education']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Racial discrimination', 'Constitutional & legislative framework']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Non-citizens']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Constitutional & legislative framework']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Refugees & asylum seekers', 'Indigenous peoples', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Stateless persons', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons with disabilities']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Racial discrimination']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Law enforcement / police & prison officials', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Media', 'Judges, lawyers and prosecutors']","['Arbitrary arrest & detention', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Liberty & security of the person', 'Constitutional & legislative framework', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons with disabilities']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Persons with disabilities: accessibility, mobility', 'Persons with disabilities: independence, inclusion']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Refugees & asylum seekers', 'Children', 'Indigenous peoples', 'Migrants', 'Stateless persons', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Constitutional & legislative framework', 'Discrimination against women', 'Right to education']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', ' Participation of women in political & public life\xa0', 'Discrimination against women']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Human rights defenders & activists', 'Civil society', 'Indigenous peoples', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Violence against women', 'Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Legal & institutional reform', 'Cooperation & consultation with civil society', 'Human rights education, trainings & awareness raising', 'Sexual & gender-based violence', ' Participation of women in political & public life\xa0', 'Discrimination against women', 'Sexual & reproductive health and rights', 'Right to education']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Women & girls', 'Media', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Discrimination against women']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Violence against women', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework', 'Discrimination against women']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Children', 'Indigenous peoples', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Rights related to marriage & family', 'Children: definition; general principles; protection', 'Constitutional & legislative framework', 'Sexual & gender-based violence']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,['Women & girls'],"['Violence against women', 'Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Legal & institutional reform', 'Cooperation & consultation with civil society', 'Sexual & gender-based violence', 'Discrimination against women']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Women & girls', 'Judges, lawyers and prosecutors', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons with disabilities']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Human rights education, trainings & awareness raising', 'Freedom of thought, conscience & religion', 'Discrimination against women', 'Right to education']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Constitutional & legislative framework', 'Right to participate in public affairs & right to vote', ' Right to self-determination', 'Right to education']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Law enforcement / police & prison officials', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","[' Right to physical & moral integrity', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Children in vulnerable situations (abused, living on the street, institutionalized, indigenous, migrant children etc.)', 'Children', 'Indigenous peoples', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Rights related to name, identity & nationality', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Human rights & the environment', 'Safe drinking water & sanitation']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Right to education']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Children', 'Indigenous peoples', 'Educational staff & students', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Right to education']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Internally displaced persons', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Land & property rights']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Human rights & the environment']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Civil society', 'Indigenous peoples', 'Media', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Cooperation & consultation with civil society', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,['Media'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,['Media'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Children', 'Indigenous peoples', 'Media', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Legal & institutional reform', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Women & girls', 'Media', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Discrimination against women', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Media', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Media', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Media', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Good governance & corruption', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Human rights defenders & activists', 'Indigenous peoples', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Educational staff & students', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Human rights education, trainings & awareness raising', 'Freedom of thought, conscience & religion', 'Right to education']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Children', 'Indigenous peoples', 'Educational staff & students', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Human rights education, trainings & awareness raising', 'Freedom of thought, conscience & religion', ' Human rights & counter-terrorism']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Cultural rights', 'Liberty & security of the person', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Sexual & gender-based violence', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,['Women & girls'],"['Equality & non-discrimination', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Discrimination against women', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Freedom of thought, conscience & religion', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Judges, lawyers and prosecutors', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Freedom of thought, conscience & religion', 'Access to justice & remedy']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Disappeared persons', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Support to victims & witnesses', 'Freedom of thought, conscience & religion', 'Enforced disappearances']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Human rights defenders & activists', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","['Equality & non-discrimination', 'Cultural rights', 'Freedom of thought, conscience & religion', ' Human rights & counter-terrorism']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Human rights defenders & activists', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","[' Right to physical & moral integrity', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Access to justice & remedy', 'Cooperation & Follow up with Special Procedures']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Media', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', ' Right to physical & moral integrity', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Access to justice & remedy', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Media', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Human rights defenders & activists', 'Indigenous peoples', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Human rights defenders & activists', 'Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Refugees & asylum seekers', 'Indigenous peoples', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons with disabilities']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Cooperation & Follow up with Treaty Bodies', 'Reservations', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Ratification of & accession to international instruments', 'Right to education']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Good governance & corruption', 'Legal & institutional reform']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Human rights defenders & activists', 'Indigenous peoples', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Legal & institutional reform', 'Constitutional & legislative framework', 'National Human Rights Institution (NHRI)', 'Discrimination against women']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons with disabilities']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","['Equality & non-discrimination', 'Liberty & security of the person', 'Constitutional & legislative framework']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Children', 'Migrants', 'Stateless persons', 'Women & girls']","['Equality & non-discrimination', 'Rights related to marriage & family', 'Children: definition; general principles; protection', 'Constitutional & legislative framework', 'Right to education']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Women & girls', 'Judges, lawyers and prosecutors']","['Violence against women', 'Administration of justice & fair trial', 'Human rights education, trainings & awareness raising', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework', 'Sexual & gender-based violence', 'Discrimination against women']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Youth & juveniles', 'Indigenous peoples']","['Equality & non-discrimination', 'Legal & institutional reform', 'Right to participate in public affairs & right to vote']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Women & girls', 'Media']","['Constitutional & legislative framework', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Human rights defenders & activists', 'Children', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Freedom of thought, conscience & religion', 'Right to education']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Human rights defenders & activists', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework']",['Recommendations']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Economic, social & cultural rights', 'Equality & non-discrimination', 'Ratification of & accession to international instruments']",['Concerns/Observations']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Access to justice & remedy', 'Ratification of & accession to international instruments']",['Concerns/Observations']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Ratification of & accession to international instruments', 'Freedom of opinion and expression & access to information', 'Budget & resources (for human rights implementation)']",['Recommendations']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', ' Scope of international obligations']",['Recommendations']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Persons with disabilities']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['Human rights defenders & activists'],"['Human rights education, trainings & awareness raising', 'Economic, social & cultural rights - general measures of implementation', 'Rule of law & impunity', 'Cultural rights', 'Support to victims & witnesses', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Rule of law & impunity', 'Cultural rights', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments', 'Freedom of opinion and expression & access to information']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments', 'Right to participate in public affairs & right to vote', 'Freedom of opinion and expression & access to information', 'Budget & resources (for human rights implementation)']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Economic, social & cultural rights', 'Ratification of & accession to international instruments', 'Freedom of opinion and expression & access to information', 'Budget & resources (for human rights implementation)']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments', 'National Human Rights Institution (NHRI)', 'Budget & resources (for human rights implementation)']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments', 'Budget & resources (for human rights implementation)']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Rule of law & impunity', 'Cultural rights', 'Access to justice & remedy', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Cooperation with human rights mechanisms & requests for technical assistance', 'Ratification of & accession to international instruments']",['Translation missing']
 A/HRC/37/55/Add.1 (SR Cultural rights 2018 ) ,"['Serbia', 'Kosovo*']",not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Rule of law & impunity', 'Cultural rights', 'Access to justice & remedy', 'Ratification of & accession to international instruments', 'National Preventive Mechanism (NPM)']",['Translation missing']
