year,country,term,concerned-group,human-rights-theme,annotaion type
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Indigenous Peoples in the criminal justice system,"['Law enforcement / police & prison officials', 'Indigenous peoples', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Equality & non-discrimination', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework']",['Recommendations']
 CAT/C/ROU/CO/3 (CAT 2023 ) ,['Romania'],"Non-refoulement, statelessness and migration","['Refugees & asylum seekers', 'Children in vulnerable situations (abused, living on the street, institutionalized, indigenous, migrant children etc.)', 'Law enforcement / police & prison officials', 'Children', 'Migrants', 'Vulnerable persons/groups', 'Stateless persons', 'Women & girls', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees', 'Non-citizens']","['Violence against women', 'Arbitrary arrest & detention', 'Rights related to name, identity & nationality', 'Rule of law & impunity', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Human rights education, trainings & awareness raising', 'Human trafficking & contemporary forms of slavery', 'Children: definition; general principles; protection', 'Constitutional & legislative framework', 'Sexual & gender-based violence', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/CHE/CO/8 (CAT 2023 ) ,['Switzerland'],Intersex persons ,"['Children', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","['Legal & institutional reform', 'Children: definition; general principles; protection', 'Constitutional & legislative framework']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Deaths in custody,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Right to life', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Concerns/Observations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Deaths in custody,['Persons deprived of their liberty & detainees'],"['National Human Rights Action Plans (or specific areas) / implementation plans', 'Right to health', 'Conditions of detention']",['Recommendations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Temporary holding centres for immigrants and detention centres for foreign nationals,"['Vulnerable persons/groups', 'Women & girls', 'Non-citizens']","['Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Temporary holding centres for immigrants and detention centres for foreign nationals,"['Refugees & asylum seekers', 'Children in vulnerable situations (abused, living on the street, institutionalized, indigenous, migrant children etc.)', 'Children', 'Migrants', 'Persons deprived of their liberty & detainees', 'Non-citizens']","['Arbitrary arrest & detention', 'Legal & institutional reform', 'Children: definition; general principles; protection', 'Right to health', 'Conditions of detention']",['Recommendations']
 CAT/C/ROU/CO/3 (CAT 2023 ) ,['Romania'],Training,"['Medical staff / health professionals', 'Judges, lawyers and prosecutors']",[],['Concerns/Observations']
 CAT/C/ROU/CO/3 (CAT 2023 ) ,['Romania'],Training,"['Medical staff / health professionals', 'Public officials']","['Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Monitoring of detention facilities,['Persons deprived of their liberty & detainees'],"['Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'National Human Rights Institution (NHRI)', 'Conditions of detention', 'National Preventive Mechanism (NPM)', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Monitoring of detention facilities,"['Civil society', 'Persons deprived of their liberty & detainees']","['Cooperation & consultation with civil society', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'National Human Rights Institution (NHRI)', 'Conditions of detention', 'National Preventive Mechanism (NPM)', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/CHE/CO/8 (CAT 2023 ) ,['Switzerland'],Trafficking in persons,"['Children', 'Women & girls']","['Support to victims & witnesses', 'Children: protection against exploitation', 'Human trafficking & contemporary forms of slavery', 'Constitutional & legislative framework']",['Concerns/Observations']
 CAT/C/CHE/CO/8 (CAT 2023 ) ,['Switzerland'],Trafficking in persons,"['Law enforcement / police & prison officials', 'Judges, lawyers and prosecutors']","['Rule of law & impunity', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Human trafficking & contemporary forms of slavery', 'Access to justice & remedy', 'Constitutional & legislative framework']",['Recommendations']
 CAT/C/CHE/CO/8 (CAT 2023 ) ,['Switzerland'],Training ,"['Refugees & asylum seekers', 'Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Persons deprived of their liberty & detainees']","['Human rights education, trainings & awareness raising', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/ROU/CO/3 (CAT 2023 ) ,['Romania'],"Investigation and prosecution of acts of torture and cruel, inhuman or degrading treatment",['Persons deprived of their liberty & detainees'],"['Rule of law & impunity', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/CHE/CO/8 (CAT 2023 ) ,['Switzerland'],Training ,"['Law enforcement / police & prison officials', 'Persons deprived of their liberty & detainees']","['Human rights education, trainings & awareness raising', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/ROU/CO/3 (CAT 2023 ) ,['Romania'],"Investigation and prosecution of acts of torture and cruel, inhuman or degrading treatment","['Medical staff / health professionals', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Private life & privacy', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/CHE/CO/8 (CAT 2023 ) ,['Switzerland'],Redress,['not provided'],"['Support to victims & witnesses', 'Cooperation & Follow up with Treaty Bodies', 'Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],"Past human rights violations, including torture and enforced disappearances","['Disappeared persons', 'Public officials']","['Rule of law & impunity', 'Access to justice & remedy', 'Enforced disappearances', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Transitional justice']",['Concerns/Observations']
 CAT/C/CHE/CO/8 (CAT 2023 ) ,['Switzerland'],Redress,['not provided'],"['Administration of justice & fair trial', 'Support to victims & witnesses', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],"Past human rights violations, including torture and enforced disappearances",['Disappeared persons'],"['Enforced disappearances', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Transitional justice']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Juvenile justice,"['Law enforcement / police & prison officials', 'Children', 'Youth & juveniles', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Children: juvenile justice', 'Administration of justice & fair trial', 'Human rights education, trainings & awareness raising', 'Right to life', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Racial discrimination', 'Children: definition; general principles; protection', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/ROU/CO/3 (CAT 2023 ) ,['Romania'],Redress,['not provided'],"['Support to victims & witnesses', 'Human trafficking & contemporary forms of slavery', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/ROU/CO/3 (CAT 2023 ) ,['Romania'],Redress,['not provided'],"['Support to victims & witnesses', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/CHE/CO/8 (CAT 2023 ) ,['Switzerland'],Data collection ,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Concerns/Observations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Reparation,"['Law enforcement / police & prison officials', 'Judges, lawyers and prosecutors']","['Support to victims & witnesses', 'Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Reparation,['not provided'],"['Support to victims & witnesses', 'Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/ROU/CO/3 (CAT 2023 ) ,['Romania'],National human rights institution,['not provided'],"['Legal & institutional reform', 'Constitutional & legislative framework', 'National Human Rights Institution (NHRI)']",['Concerns/Observations']
 CAT/C/CHE/CO/8 (CAT 2023 ) ,['Switzerland'],Data collection ,['Women & girls'],"['Violence against women', 'Rule of law & impunity', 'Support to victims & witnesses', 'Human trafficking & contemporary forms of slavery', 'Access to justice & remedy', 'Sexual & gender-based violence', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Recommendations']
 CAT/C/CHE/CO/8 (CAT 2023 ) ,['Switzerland'],Follow-up procedure,['not provided'],"['Cooperation & Follow up with Treaty Bodies', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'National Preventive Mechanism (NPM)']",['Recommendations']
 CAT/C/ROU/CO/3 (CAT 2023 ) ,['Romania'],National human rights institution,['not provided'],"['Constitutional & legislative framework', 'National Human Rights Institution (NHRI)', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/CHE/CO/8 (CAT 2023 ) ,['Switzerland'],Other issues,"['Public officials', 'Media']","['Cooperation & Follow up with Treaty Bodies', 'Human rights education, trainings & awareness raising']",['Recommendations']
 CAT/C/ROU/CO/3 (CAT 2023 ) ,['Romania'],Follow-up procedure,['not provided'],"['Cooperation & Follow up with Treaty Bodies', 'National Human Rights Action Plans (or specific areas) / implementation plans']",['Recommendations']
 CAT/C/ROU/CO/3 (CAT 2023 ) ,['Romania'],Other issues,"['Public officials', 'Media']","['Cooperation & Follow up with Treaty Bodies', 'Human rights education, trainings & awareness raising']",['Recommendations']
 CAT/C/CHE/CO/8 (CAT 2023 ) ,['Switzerland'],Other issues,['not provided'],['Cooperation & Follow up with Treaty Bodies'],['Recommendations']
 CAT/C/ROU/CO/3 (CAT 2023 ) ,['Romania'],Other issues,['not provided'],['Cooperation & Follow up with Treaty Bodies'],['Recommendations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Universal jurisdiction,"['Disappeared persons', 'Non-citizens']","['Rule of law & impunity', 'Enforced disappearances', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Universal jurisdiction,['not provided'],"['Constitutional & legislative framework', 'Cooperation & follow up with the Universal Periodic Review (UPR)', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Gender-based violence,"['Children', 'Women & girls']","['Violence against women', 'Equality & non-discrimination', 'Rule of law & impunity', 'Sexual & gender-based violence', 'Discrimination against women']",['Concerns/Observations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Juvenile justice,"['Law enforcement / police & prison officials', 'Children', 'Youth & juveniles', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Children: juvenile justice', 'Administration of justice & fair trial', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Children: definition; general principles; protection', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Right to education']",['Recommendations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Gender-based violence,"['Law enforcement / police & prison officials', 'Women & girls', 'Judges, lawyers and prosecutors']","['Violence against women', 'Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Access to justice & remedy', 'Sexual & gender-based violence', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Trafficking in persons for the purposes of sexual exploitation and forced labour,['not provided'],"['Equality & non-discrimination', 'Human trafficking & contemporary forms of slavery', 'Constitutional & legislative framework']",['Concerns/Observations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Trafficking in persons for the purposes of sexual exploitation and forced labour,['not provided'],['Human trafficking & contemporary forms of slavery'],['Recommendations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Use of coercive measures in psychiatric care,['Persons with disabilities'],['Right to health'],['Concerns/Observations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Use of coercive measures in psychiatric care,['Persons with disabilities'],['Right to health'],['Recommendations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Follow-up procedure,"['Refugees & asylum seekers', 'Law enforcement / police & prison officials']","[' Right to physical & moral integrity', 'Cooperation & Follow up with Treaty Bodies', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Other issues,['Migrants'],['Ratification of & accession to international instruments'],['Recommendations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Other issues,"['Public officials', 'Media']","['Cooperation & Follow up with Treaty Bodies', 'Human rights education, trainings & awareness raising']",['Recommendations']
 CAT/C/ESP/CO/7 (CAT 2023 ) ,['Spain'],Other issues,['not provided'],['Cooperation & Follow up with Treaty Bodies'],['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],"Mandatory immigration detention, including of children","['Refugees & asylum seekers', 'Children in vulnerable situations (abused, living on the street, institutionalized, indigenous, migrant children etc.)', 'Children', 'Migrants', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Liberty & security of the person', 'Children: definition; general principles; protection', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],"Mandatory immigration detention, including of children","['Refugees & asylum seekers', 'Children', 'Migrants', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Arbitrary arrest & detention', 'Rule of law & impunity', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Support to victims & witnesses', 'Liberty & security of the person', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Psychiatric institutions ,"['Medical staff / health professionals', 'Persons with disabilities']","['National Human Rights Action Plans (or specific areas) / implementation plans', 'Human rights & the environment', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Psychiatric institutions ,"['Children', 'Medical staff / health professionals', 'Persons deprived of their liberty & detainees', 'Persons with disabilities']","['Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Children: protection against exploitation', 'Persons with disabilities: protection against exploitation, violence & abuse', 'Access to justice & remedy', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Investigation of acts of torture and ill-treatment and prosecution and punishment of perpetrators,"['Law enforcement / police & prison officials', 'Youth & juveniles', 'Public officials', 'Persons deprived of their liberty & detainees', 'Persons with disabilities']","['Rule of law & impunity', 'Cooperation & Follow up with Treaty Bodies', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Investigation of acts of torture and ill-treatment and prosecution and punishment of perpetrators,['not provided'],"['Rule of law & impunity', 'Legal & institutional reform', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Allegations of complicity in torture and ill-treatment overseas ,"['Persons deprived of their liberty & detainees', 'Military personnel']","['Rule of law & impunity', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Allegations of complicity in torture and ill-treatment overseas ,"['Law enforcement / police & prison officials', 'Persons deprived of their liberty & detainees', 'Military personnel']","['Rule of law & impunity', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Historical abuse in State care and in the care of faith-based institutions ,"['Children', 'Youth & juveniles']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Access to justice & remedy', 'Sexual & gender-based violence', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Historical abuse in State care and in the care of faith-based institutions ,['not provided'],"['Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Historical abuse in State care and in the care of faith-based institutions ,['Persons deprived of their liberty & detainees'],"['Administration of justice & fair trial', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Redress,"['Law enforcement / police & prison officials', 'Persons deprived of their liberty & detainees']","['Legal & institutional reform', 'Support to victims & witnesses', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Withdrawal of reservation to article 14,['not provided'],"['Support to victims & witnesses', 'Reservations', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Withdrawal of reservation to article 14,['not provided'],"['Reservations', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Intersex persons,"['Children', 'Youth & juveniles', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']",['Support to victims & witnesses'],['Concerns/Observations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Intersex persons,"['Children', 'Youth & juveniles', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","['Support to victims & witnesses', 'Constitutional & legislative framework']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Training,"['Law enforcement / police & prison officials', 'Children', 'Medical staff / health professionals', 'Youth & juveniles', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees', 'Persons with disabilities', 'Military personnel']","['Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Labour rights and right to work', 'Children: definition; general principles; protection', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Training,"['Law enforcement / police & prison officials', 'Children', 'Medical staff / health professionals', 'Youth & juveniles', 'Public officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees', 'Persons with disabilities', 'Military personnel']","['Rule of law & impunity', 'Children: juvenile justice', 'Human rights education, trainings & awareness raising', 'Labour rights and right to work', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Follow-up procedure,"['Children', 'Youth & juveniles', 'Indigenous peoples', 'Persons deprived of their liberty & detainees']","['Children: juvenile justice', 'Cooperation & Follow up with Treaty Bodies', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Conditions of detention']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Other issues,"['Public officials', 'Media']","['Cooperation & Follow up with Treaty Bodies', 'Human rights education, trainings & awareness raising']",['Recommendations']
 CAT/C/NZL/CO/7 (CAT 2023 ) ,['New Zealand'],Other issues,['not provided'],['Cooperation & Follow up with Treaty Bodies'],['Recommendations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Pending follow-up issues from the previous reporting cycle,['Persons deprived of their liberty & detainees'],"['Cooperation & Follow up with Treaty Bodies', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'National Human Rights Institution (NHRI)', 'National Preventive Mechanism (NPM)']",['Concerns/Observations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Definition of torture,['not provided'],"['Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Trade union rights']",['Concerns/Observations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Definition of torture,['not provided'],"['Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Trade union rights']",['Recommendations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Fundamental legal safeguards,"['Law enforcement / police & prison officials', 'Children', 'Medical staff / health professionals', 'Youth & juveniles', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees', 'Military personnel']","['Children: juvenile justice', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Cooperation & Follow up with Treaty Bodies', 'Constitutional & legislative framework', 'Conditions of detention', 'Derogation & state of emergency']",['Concerns/Observations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Fundamental legal safeguards,"['Law enforcement / police & prison officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Cooperation & Follow up with Treaty Bodies', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Derogation & state of emergency']",['Recommendations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Events of January 2022,"['Human rights defenders & activists', 'Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Persons deprived of their liberty & detainees']","['Arbitrary arrest & detention', 'Rule of law & impunity', 'Good governance & corruption', 'Right to life', 'Right to peaceful assembly', 'Sexual & gender-based violence', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Events of January 2022,"['Law enforcement / police & prison officials', 'Public officials']","['Rule of law & impunity', 'Right to peaceful assembly', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Office of the Human Rights Commissioner and the national preventive mechanism,"['Children', 'Persons deprived of their liberty & detainees', 'Military personnel']","['Constitutional & legislative framework', 'Data collection & research', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Office of the Human Rights Commissioner and the national preventive mechanism,"['Children', 'Persons deprived of their liberty & detainees', 'Military personnel']","['Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Data collection & research', 'National Human Rights Institution (NHRI)', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Transfer of detention authority to the Ministry of Justice ,['Persons deprived of their liberty & detainees'],"['Administration of justice & fair trial', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Transfer of detention authority to the Ministry of Justice ,['Persons deprived of their liberty & detainees'],"['Administration of justice & fair trial', 'Conditions of detention']",['Recommendations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Ineffective investigation of acts of torture and ill-treatment,"['Law enforcement / police & prison officials', 'Judges, lawyers and prosecutors']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Land & property rights']",['Concerns/Observations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Ineffective investigation of acts of torture and ill-treatment,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Judges, lawyers and prosecutors']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Cooperation & follow up with the Universal Periodic Review (UPR)', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Conditions of detention,"['Persons deprived of their liberty & detainees', 'Persons with disabilities']","['Freedom of movement', 'Right to health', 'Conditions of detention', 'Safe drinking water & sanitation']",['Concerns/Observations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Conditions of detention,"['Law enforcement / police & prison officials', 'Women & girls', 'Persons deprived of their liberty & detainees', 'Persons with disabilities']","['Human rights education, trainings & awareness raising', 'Conditions of detention', 'Right to education']",['Recommendations']
 CAT/C/KAZ/CO/4 (CAT 2023 ) ,['Kazakhstan'],Violence and deaths in custody ,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Vulnerable persons/groups', 'Women & girls', 'Persons deprived of their liberty & detainees', 'Persons with disabilities']","['Equality & non-discrimination', 'Right to life', 'Liberty & security of the person', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Sexual & gender-based violence']",['Concerns/Observations']
