year,country,term,concerned-group,human-rights-theme,annotaion type
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Persons deprived of their liberty & detainees']","[' Right to physical & moral integrity', 'Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,"['Refugees & asylum seekers', 'Children in vulnerable situations (abused, living on the street, institutionalized, indigenous, migrant children etc.)', 'Law enforcement / police & prison officials', 'Children', 'Medical staff / health professionals', 'Public officials', 'Migrants', 'Vulnerable persons/groups', 'Stateless persons', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees', 'Non-citizens']","['Arbitrary arrest & detention', 'Legal & institutional reform', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Children: definition; general principles; protection', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', ' Scope of international obligations', 'Right to education']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,['Law enforcement / police & prison officials'],"[' Right to physical & moral integrity', 'Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Conditions of detention']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Intersex person,"['Children', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","[' Right to physical & moral integrity', 'Right to health', ' Right to self-determination']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,"['Children', 'Youth & juveniles', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","[' Right to physical & moral integrity', 'Legal & institutional reform', 'Support to victims & witnesses', 'Right to health', 'Constitutional & legislative framework', ' Right to self-determination']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Counter-terrorism measures,['Persons deprived of their liberty & detainees'],"['Administration of justice & fair trial', 'Legal & institutional reform', 'National Human Rights Action Plans (or specific areas) / implementation plans', ' Human rights & counter-terrorism', 'Access to justice & remedy', 'Constitutional & legislative framework', ' Scope of international obligations']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Counter-terrorism measures,['Persons deprived of their liberty & detainees'],"['Arbitrary arrest & detention', 'Rule of law & impunity', 'Legal & institutional reform', 'Support to victims & witnesses', ' Human rights & counter-terrorism', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', ' Scope of international obligations']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Counter-terrorism measures,"['Children', 'Roma, Gypsies, Sinti & Travellers', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Violence against women', 'Equality & non-discrimination', 'Support to victims & witnesses', 'Children: definition; general principles; protection', 'Access to justice & remedy', 'Right to health', 'Constitutional & legislative framework', 'Sexual & gender-based violence', 'Discrimination against women', 'Sexual & reproductive health and rights']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Counter-terrorism measures,"['Children', 'Roma, Gypsies, Sinti & Travellers', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Violence against women', 'Equality & non-discrimination', 'Rule of law & impunity', 'Legal & institutional reform', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Access to justice & remedy', 'Right to health', 'Constitutional & legislative framework', 'Sexual & gender-based violence', 'Discrimination against women', 'Sexual & reproductive health and rights', 'Right to education']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Gender-based violence,['Women & girls'],"['Violence against women', 'Rule of law & impunity', 'Sexual & gender-based violence']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Gender-based violence,"['Human rights defenders & activists', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","['Equality & non-discrimination', 'Racial discrimination', 'Constitutional & legislative framework', 'Sexual & gender-based violence']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Gender-based violence,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","['Equality & non-discrimination', 'Rule of law & impunity', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Sexual & gender-based violence']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,['Women & girls'],"['Violence against women', 'Equality & non-discrimination', 'Rule of law & impunity', 'Support to victims & witnesses', 'Access to justice & remedy', 'Sexual & gender-based violence', 'Discrimination against women']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Rule of law & impunity', 'Sexual & gender-based violence', 'Data collection & research']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Rule of law & impunity', 'Support to victims & witnesses', 'Racial discrimination', 'Data collection & research']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,['not provided'],"['Rule of law & impunity', 'Legal & institutional reform', 'Constitutional & legislative framework', 'International criminal & humanitarian law (including crimes against humanity, war crimes, genocide)', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,['Disappeared persons'],"['Rule of law & impunity', 'Legal & institutional reform', 'Support to victims & witnesses', 'Access to justice & remedy', 'Enforced disappearances', 'Constitutional & legislative framework', 'Ratification of & accession to international instruments', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Training,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Training,['not provided'],"['Support to victims & witnesses', 'Human trafficking & contemporary forms of slavery', 'Access to justice & remedy', 'Sexual & gender-based violence']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Public officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,['not provided'],"['Rule of law & impunity', 'Support to victims & witnesses', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Human trafficking & contemporary forms of slavery', 'Access to justice & remedy']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,['not provided'],"['Support to victims & witnesses', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,['not provided'],"['Administration of justice & fair trial', 'Support to victims & witnesses', 'Cooperation & Follow up with Treaty Bodies', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Children', 'Youth & juveniles', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Children: juvenile justice', 'Cooperation & Follow up with Treaty Bodies', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'National Preventive Mechanism (NPM)']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Follow-up procedure,['not provided'],"['Inter-State cooperation and assistance', 'Cooperation & Follow up with Treaty Bodies', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Conditions of detention']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Follow-up procedure,"['Public officials', 'Media']","['Cooperation & Follow up with Treaty Bodies', 'Human rights education, trainings & awareness raising']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Follow-up procedure,['not provided'],['Cooperation & Follow up with Treaty Bodies'],['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,"['Public officials', 'Media']","['Cooperation & Follow up with Treaty Bodies', 'Human rights education, trainings & awareness raising']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,['not provided'],['Cooperation & Follow up with Treaty Bodies'],['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['Human rights defenders & activists'],"['Arbitrary arrest & detention', 'Cooperation & Follow up with Treaty Bodies', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['not provided'],"['Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', ' Scope of international obligations']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['not provided'],"['Rule of law & impunity', 'Legal & institutional reform', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['not provided'],"['Constitutional & legislative framework', 'National Human Rights Institution (NHRI)']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['not provided'],"['Cooperation with human rights mechanisms & requests for technical assistance', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Cooperation with international organizations', 'National Human Rights Institution (NHRI)', 'National Preventive Mechanism (NPM)']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Administration of justice & fair trial', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', ' Civil & political rights - general measures of implementation', 'Conditions of detention', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Private life & privacy', 'Access to justice & remedy', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', ' Civil & political rights - general measures of implementation', 'Conditions of detention']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Refugees & asylum seekers', 'Internally displaced persons', 'Persons deprived of their liberty & detainees']","['Arbitrary arrest & detention', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Refugees & asylum seekers', 'Judges, lawyers and prosecutors']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Cooperation with human rights mechanisms & requests for technical assistance', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Public officials', 'Persons deprived of their liberty & detainees']","['Arbitrary arrest & detention', 'Rule of law & impunity', 'Administration of justice & fair trial', 'Sexual & gender-based violence', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Persons deprived of liberty: definition of torture & ill-treatment']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Private life & privacy', 'Access to justice & remedy', 'Right to peaceful assembly', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Children', 'Medical staff / health professionals', 'Persons deprived of their liberty & detainees']","['Human rights & poverty', 'Cultural rights', 'Good governance & corruption', 'Administration of justice & fair trial', 'Human rights education, trainings & awareness raising', 'Children: definition; general principles; protection', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Persons deprived of liberty: concept of places of deprivation of liberty', 'Data collection & research', 'Conditions of detention', 'Right to education', 'Right to an adequate standard of living']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Children', 'Medical staff / health professionals', 'Women & girls', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Good governance & corruption', 'Administration of justice & fair trial', 'Human rights education, trainings & awareness raising', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Children: definition; general principles; protection', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'Conditions of detention', 'Right to education', 'Budget & resources (for human rights implementation)', 'Right to an adequate standard of living']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Human rights defenders & activists', 'Civil society', 'Medical staff / health professionals', 'Media', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Arbitrary arrest & detention', 'Rule of law & impunity', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', ' Civil & political rights - general measures of implementation', 'Conditions of detention', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Human rights defenders & activists', 'Civil society', 'Medical staff / health professionals', 'Media', 'Persons deprived of their liberty & detainees']","['Arbitrary arrest & detention', 'Rule of law & impunity', 'Freedom of association', 'Right to peaceful assembly', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Freedom of opinion and expression & access to information']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Persons deprived of their liberty & detainees', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Military personnel']","['Equality & non-discrimination', 'Arbitrary arrest & detention', 'Rule of law & impunity', 'Administration of justice & fair trial', 'International criminal & humanitarian law (including crimes against humanity, war crimes, genocide)', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Extrajudicial, summary or arbitrary executions', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Public officials', 'Persons deprived of their liberty & detainees', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons affected by armed conflict']","['Arbitrary arrest & detention', 'Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Access to justice & remedy', 'Constitutional & legislative framework', 'International criminal & humanitarian law (including crimes against humanity, war crimes, genocide)', 'Ratification of & accession to international instruments', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Extrajudicial, summary or arbitrary executions', 'Conditions of detention', 'Derogation & state of emergency']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Public officials', 'Media', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Non-citizens']","['Equality & non-discrimination', 'Human rights education, trainings & awareness raising', 'Racial discrimination', 'Constitutional & legislative framework']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Rule of law & impunity', 'Racial discrimination']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Public officials', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Women & girls']","['Equality & non-discrimination', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Sexual & gender-based violence', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Public officials', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","['Equality & non-discrimination', 'Rule of law & impunity', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Support to victims & witnesses', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Sexual & gender-based violence']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['Women & girls'],"['Rule of law & impunity', 'Access to justice & remedy', 'Sexual & gender-based violence']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Public officials', 'Social workers', 'Women & girls', 'Judges, lawyers and prosecutors']","['Violence against women', 'Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Access to justice & remedy', 'Sexual & gender-based violence']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['Children'],"[' Right to physical & moral integrity', 'Children: definition; general principles; protection', 'Children: family environment & alternative care', 'Constitutional & legislative framework']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['Children'],"[' Right to physical & moral integrity', 'Legal & institutional reform', 'Human rights education, trainings & awareness raising', 'Children: definition; general principles; protection', 'Children: family environment & alternative care']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Judges, lawyers and prosecutors']","['Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', ' Scope of international obligations']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Persons deprived of their liberty & detainees', 'Military personnel']","['Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Data collection & research', ' Scope of international obligations']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['not provided'],"['Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['not provided'],"['Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Freedom of opinion and expression & access to information']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'National Human Rights Institution (NHRI)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Public officials', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['not provided'],"['Support to victims & witnesses', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['not provided'],"['Administration of justice & fair trial', 'Support to victims & witnesses', 'Cooperation with human rights mechanisms & requests for technical assistance', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['Law enforcement / police & prison officials'],"['Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Concerns/Observations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['Public officials'],"['Rule of law & impunity', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Human rights defenders & activists', 'Media', 'Judges, lawyers and prosecutors']","['Rule of law & impunity', 'Cooperation & Follow up with Treaty Bodies', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,"['Public officials', 'Media']","['Cooperation & Follow up with Treaty Bodies', 'Human rights education, trainings & awareness raising']",['Recommendations']
 CAT/C/AZE/CO/5 (CAT 2024 ) ,['Azerbaijan'],C.Principal subjects of concern and recommendations,['not provided'],['Cooperation & Follow up with Treaty Bodies'],['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Children', 'Youth & juveniles', 'Persons deprived of their liberty & detainees']","['Children: juvenile justice', 'Cooperation & Follow up with Treaty Bodies', 'Conditions of detention', 'National Preventive Mechanism (NPM)']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Judges, lawyers and prosecutors']","['Constitutional & legislative framework', ' Scope of international obligations']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Judges, lawyers and prosecutors']","['Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', ' Scope of international obligations']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['not provided'],"['Rule of law & impunity', 'Administration of justice & fair trial', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['not provided'],"['Rule of law & impunity', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['not provided'],"['Rule of law & impunity', 'International criminal & humanitarian law (including crimes against humanity, war crimes, genocide)', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['not provided'],"['Rule of law & impunity', 'Constitutional & legislative framework', 'International criminal & humanitarian law (including crimes against humanity, war crimes, genocide)', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Persons deprived of their liberty & detainees', 'Non-citizens']","['Access to justice & remedy', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,['Persons deprived of their liberty & detainees'],"['Equality & non-discrimination', 'Legal & institutional reform', 'Human rights education, trainings & awareness raising', 'Private life & privacy', 'Right to health', 'Conditions of detention']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Persons deprived of their liberty & detainees']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Constitutional & legislative framework', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Persons deprived of their liberty & detainees']","['Cultural rights', 'Administration of justice & fair trial', 'Conditions of detention', 'Right to an adequate standard of living']",['Recommendations']
 CAT/C/FIN/CO/8 (CAT 2024 ) ,['Finland'],C.Principal subjects of concern and recommendations,"['Refugees & asylum seekers', 'Migrants']","['Equality & non-discrimination', 'Rights related to name, identity & nationality', 'Support to victims & witnesses', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
