un-mechanism-code,un-mechanism,year,country,concerned-group,human-rights-theme,annotaion-type,term
A/H,Committee on the Rights of the Child, 2019,Malaysia,Internally displaced persons,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Internally displaced persons,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Internally displaced persons,Land & property rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Land & property rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Land & property rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Land & property rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Land & property rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Human rights & the environment,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Human rights & the environment,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Human rights & the environment,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Human rights & the environment,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Human rights & the environment,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Civil society,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Civil society,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Civil society,Cooperation & consultation with civil society,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Civil society,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Cooperation & consultation with civil society,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Cooperation & consultation with civil society,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Cooperation & consultation with civil society,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Cooperation & consultation with civil society,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Cooperation & consultation with civil society,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Cooperation & consultation with civil society,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Children,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Children,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Children,Legal & institutional reform,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Children,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Children,Constitutional & legislative framework,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Children,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Legal & institutional reform,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Constitutional & legislative framework,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Legal & institutional reform,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Constitutional & legislative framework,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Legal & institutional reform,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Constitutional & legislative framework,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Legal & institutional reform,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Constitutional & legislative framework,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Legal & institutional reform,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Constitutional & legislative framework,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Legal & institutional reform,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Constitutional & legislative framework,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Women & girls,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Women & girls,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Women & girls,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Women & girls,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Freedom of thought, conscience & religion",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,"Freedom of thought, conscience & religion",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Freedom of thought, conscience & religion",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Freedom of thought, conscience & religion",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Freedom of thought, conscience & religion",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Freedom of thought, conscience & religion",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Media,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Economic, social & cultural rights - general measures of implementation",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Good governance & corruption,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Constitutional & legislative framework,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Good governance & corruption,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Constitutional & legislative framework,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Good governance & corruption,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Constitutional & legislative framework,Concerns/Observations,not provided
