un-mechanism-code,un-mechanism,year,country,concerned-group,human-rights-theme,annotaion-type,term
CAT,Committee against Torture, 2023,Egypt,indigenous,Arbitrary arrest & detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,indigenous,Good governance & corruption,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,indigenous,Administration of justice & fair trial,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,indigenous,Support to victims & witnesses,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,indigenous,Children: definition; general principles; protection,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,indigenous,Access to justice & remedy,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,indigenous,Right to health,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,indigenous,Constitutional & legislative framework,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,indigenous,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,indigenous,Conditions of detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Freedom of movement,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Arbitrary arrest & detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Good governance & corruption,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Administration of justice & fair trial,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Support to victims & witnesses,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Children: definition; general principles; protection,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Access to justice & remedy,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Right to health,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Constitutional & legislative framework,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Conditions of detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Children,Freedom of movement,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Children,Arbitrary arrest & detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Children,Good governance & corruption,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Children,Administration of justice & fair trial,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Children,Support to victims & witnesses,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Children,Children: definition; general principles; protection,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Children,Access to justice & remedy,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Children,Right to health,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Children,Constitutional & legislative framework,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Children,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Children,Conditions of detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Migrants,Freedom of movement,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Migrants,Arbitrary arrest & detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Migrants,Good governance & corruption,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Migrants,Administration of justice & fair trial,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Migrants,Support to victims & witnesses,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Migrants,Children: definition; general principles; protection,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Migrants,Access to justice & remedy,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Migrants,Right to health,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Migrants,Constitutional & legislative framework,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Migrants,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Migrants,Conditions of detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Vulnerable persons/groups,Freedom of movement,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Vulnerable persons/groups,Arbitrary arrest & detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Vulnerable persons/groups,Good governance & corruption,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Vulnerable persons/groups,Administration of justice & fair trial,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Vulnerable persons/groups,Support to victims & witnesses,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Vulnerable persons/groups,Children: definition; general principles; protection,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Vulnerable persons/groups,Access to justice & remedy,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Vulnerable persons/groups,Right to health,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Vulnerable persons/groups,Constitutional & legislative framework,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Vulnerable persons/groups,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Vulnerable persons/groups,Conditions of detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Judges,Freedom of movement,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Judges,Arbitrary arrest & detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Judges,Good governance & corruption,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Judges,Administration of justice & fair trial,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Judges,Support to victims & witnesses,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Judges,Children: definition; general principles; protection,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Judges,Access to justice & remedy,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Judges,Right to health,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Judges,Constitutional & legislative framework,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Judges,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Judges,Conditions of detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,lawyers,Freedom of movement,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,lawyers,Arbitrary arrest & detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,lawyers,Good governance & corruption,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,lawyers,Administration of justice & fair trial,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,lawyers,Support to victims & witnesses,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,lawyers,Children: definition; general principles; protection,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,lawyers,Access to justice & remedy,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,lawyers,Right to health,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,lawyers,Constitutional & legislative framework,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,lawyers,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,lawyers,Conditions of detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,prosecutors,Freedom of movement,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,prosecutors,Arbitrary arrest & detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,prosecutors,Good governance & corruption,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,prosecutors,Administration of justice & fair trial,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,prosecutors,Support to victims & witnesses,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,prosecutors,Children: definition; general principles; protection,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,prosecutors,Access to justice & remedy,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,prosecutors,Right to health,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,prosecutors,Constitutional & legislative framework,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,prosecutors,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,prosecutors,Conditions of detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Freedom of movement,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Arbitrary arrest & detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Good governance & corruption,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Administration of justice & fair trial,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Support to victims & witnesses,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Children: definition; general principles; protection,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Access to justice & remedy,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Right to health,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Constitutional & legislative framework,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Conditions of detention,Recommendations,Refugees and asylum-seekers
CAT,Committee against Torture, 2023,Egypt,Women & girls,Violence against women,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,Equality & non-discrimination,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,Rule of law & impunity,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,Legal & institutional reform,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,National Human Rights Action Plans (or specific areas) / implementation plans,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,Constitutional & legislative framework,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,Sexual & gender-based violence,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,Discrimination against women,Concerns/Observations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Law enforcement / police & prison officials,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Law enforcement / police & prison officials,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Law enforcement / police & prison officials,Support to victims & witnesses,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Law enforcement / police & prison officials,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Law enforcement / police & prison officials,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Law enforcement / police & prison officials,Access to justice & remedy,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Law enforcement / police & prison officials,Constitutional & legislative framework,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Law enforcement / police & prison officials,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Law enforcement / police & prison officials,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Support to victims & witnesses,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Access to justice & remedy,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Constitutional & legislative framework,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,Support to victims & witnesses,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,Access to justice & remedy,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,Constitutional & legislative framework,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Women & girls,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Media,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Media,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Media,Support to victims & witnesses,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Media,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Media,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Media,Access to justice & remedy,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Media,Constitutional & legislative framework,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Media,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Media,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Judges,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Judges,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Judges,Support to victims & witnesses,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Judges,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Judges,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Judges,Access to justice & remedy,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Judges,Constitutional & legislative framework,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Judges,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Judges,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,lawyers,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,lawyers,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,lawyers,Support to victims & witnesses,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,lawyers,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,lawyers,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,lawyers,Access to justice & remedy,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,lawyers,Constitutional & legislative framework,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,lawyers,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,lawyers,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,prosecutors,Violence against women,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,prosecutors,Rule of law & impunity,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,prosecutors,Support to victims & witnesses,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,prosecutors,"Human rights education, trainings & awareness raising",Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,prosecutors,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,prosecutors,Access to justice & remedy,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,prosecutors,Constitutional & legislative framework,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,prosecutors,Sexual & gender-based violence,Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,prosecutors,Budget & resources (for human rights implementation),Recommendations,Gender-based violence
CAT,Committee against Torture, 2023,Egypt,Persons living in rural areas,Rule of law & impunity,Concerns/Observations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Persons living in rural areas,"Human rights education, trainings & awareness raising",Concerns/Observations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Persons living in rural areas,Constitutional & legislative framework,Concerns/Observations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Persons living in rural areas,Sexual & gender-based violence,Concerns/Observations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Persons living in rural areas,Data collection & research,Concerns/Observations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,Rule of law & impunity,Concerns/Observations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,"Human rights education, trainings & awareness raising",Concerns/Observations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,Constitutional & legislative framework,Concerns/Observations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,Sexual & gender-based violence,Concerns/Observations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,Data collection & research,Concerns/Observations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Civil society,Equality & non-discrimination,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Civil society,Rule of law & impunity,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Civil society,Cooperation & consultation with civil society,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Civil society,"Human rights education, trainings & awareness raising",Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Civil society,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Civil society,Right to health,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Civil society,Constitutional & legislative framework,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Civil society,Sexual & gender-based violence,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Civil society,Discrimination against women,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Equality & non-discrimination,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Rule of law & impunity,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Cooperation & consultation with civil society,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,"Human rights education, trainings & awareness raising",Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Right to health,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Constitutional & legislative framework,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Sexual & gender-based violence,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Medical staff / health professionals,Discrimination against women,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,Equality & non-discrimination,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,Rule of law & impunity,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,Cooperation & consultation with civil society,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,"Human rights education, trainings & awareness raising",Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,Right to health,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,Constitutional & legislative framework,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,Sexual & gender-based violence,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Women & girls,Discrimination against women,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Minorities/ racial,Equality & non-discrimination,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Minorities/ racial,Rule of law & impunity,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Minorities/ racial,Cooperation & consultation with civil society,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Minorities/ racial,"Human rights education, trainings & awareness raising",Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Minorities/ racial,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Minorities/ racial,Right to health,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Minorities/ racial,Constitutional & legislative framework,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Minorities/ racial,Sexual & gender-based violence,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,Minorities/ racial,Discrimination against women,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,ethnic,Equality & non-discrimination,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,ethnic,Rule of law & impunity,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,ethnic,Cooperation & consultation with civil society,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,ethnic,"Human rights education, trainings & awareness raising",Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,ethnic,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,ethnic,Right to health,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,ethnic,Constitutional & legislative framework,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,ethnic,Sexual & gender-based violence,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,ethnic,Discrimination against women,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,linguistic,Equality & non-discrimination,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,linguistic,Rule of law & impunity,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,linguistic,Cooperation & consultation with civil society,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,linguistic,"Human rights education, trainings & awareness raising",Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,linguistic,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,linguistic,Right to health,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,linguistic,Constitutional & legislative framework,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,linguistic,Sexual & gender-based violence,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,linguistic,Discrimination against women,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,religious or descent-based groups,Equality & non-discrimination,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,religious or descent-based groups,Rule of law & impunity,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,religious or descent-based groups,Cooperation & consultation with civil society,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,religious or descent-based groups,"Human rights education, trainings & awareness raising",Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,religious or descent-based groups,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,religious or descent-based groups,Right to health,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,religious or descent-based groups,Constitutional & legislative framework,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,religious or descent-based groups,Sexual & gender-based violence,Recommendations,Traditional harmful practices
CAT,Committee against Torture, 2023,Egypt,religious or descent-based groups,Discrimination against women,Recommendations,Traditional harmful practices
